"","X","Stay.at.Home.Order","Mandatory.Quarantine.for.Travelers","Non.Essential.Business.Closures","Large.Gatherings.Ban","School.Closures","Restaurant.Limits","Primary.Election.Postponement","Version","Face.Covering.Requirement"
"1268","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_28","Required for General Public"
"1269","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_28","-"
"1270","Wyoming","-","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","-","2020_07_28","Required for Certain Employees"
"1273","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for General Public"
"1274","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_30","Required for Certain Employees"
"1275","Arizona","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"New Service Limits","-","2020_07_30","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"1276","Arkansas","-","Lifted","-","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1277","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_07_30","Required for General Public"
"1278","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1279","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1280","Delaware","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1281","District of Columbia","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1282","Florida","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for Certain Employees"
"1283","Georgia","Rolled Back to High Risk Groups","-","All Non-Essential Businesses Permitted to Reopen ","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","Postponed","2020_07_30","Required for Certain Employees"
"1284","Hawaii","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for General Public"
"1285","Idaho","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","-"
"1286","Illinois","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1287","Indiana","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1288","Iowa","-","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Allows Local Officals to Require for General Public"
"1289","Kansas","Lifted","From Certain States","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_07_30","Required for General Public"
"1290","Kentucky","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Service Limits","Postponed","2020_07_30","Required for General Public"
"1291","Louisiana","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1292","Maine","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1293","Maryland","Lifted","All Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1294","Massachusetts","Rolled Back to High Risk Groups","All Travelers","Some Non-Essential Businesses Permitted to Reopen","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for General Public"
"1295","Michigan","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1296","Minnesota","Lifted","-","Some Non-Essential Businesses Permitted to Reopen",">10 People Prohibited",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1297","Mississippi","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for Certain Employees"
"1298","Missouri","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_30","-"
"1299","Montana","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1300","Nebraska","-","Rolled Back to International Travel","-","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for Certain Employees"
"1301","Nevada","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1302","New Hampshire","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for Certain Employees"
"1303","New Jersey","Lifted","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1304","New Mexico","Lifted","All Air Travelers","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"New Service Limits","-","2020_07_30","Required for Certain Employees"
"1305","New York","Rolled Back to High Risk Groups","From Certain States (New)","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1306","North Carolina","Lifted","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity",">10 People Prohibited",NA,"New Service Limits","-","2020_07_30","Required for General Public"
"1307","North Dakota","-","All Travelers","All Non-Essential Businesses Permitted to Reopen","-",NA,"Reopened to Dine-in Service","-","2020_07_30","- "
"1308","Ohio","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service","Postponed","2020_07_30","Required for General Public"
"1309","Oklahoma","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","-"
"1310","Oregon","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","New Limit on Large Gatherings in Place",NA,"New Service Limits","-","2020_07_30","Required for General Public"
"1311","Pennsylvania","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"New Service Limits","-","2020_07_30","Required for General Public"
"1312","Rhode Island","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1313","South Carolina","Lifted","Lifted","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"New Service Limits","-","2020_07_30","Allows Local Officals to Require for General Public"
"1314","South Dakota","-","-","-","Lifted",NA,"-","-","2020_07_30","-"
"1315","Tennessee","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Allows Local Officals to Require for General Public"
"1316","Texas","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1317","Utah","Lifted","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for Certain Employees"
"1318","Vermont","Lifted","Rolled Back to Certain States","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_07_30","Required for General Public"
"1319","Virginia","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for General Public"
"1320","Washington","Lifted","-","Some Non-Essential Businesses Permitted to Reopen","Other",NA,"New Service Limits","-","2020_07_30","Required for General Public"
"1321","West Virginia","Lifted","Lifted","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","New Limit on Large Gatherings in Place",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_07_30","Required for General Public"
"1322","Wisconsin","Lifted","-","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service","-","2020_07_30","Required for General Public"
"1323","Wyoming","-","Lifted","-","Expanded to New Limit Above 25",NA,"Reopened to Dine-in Service ","-","2020_07_30","Required for Certain Employees"
"1326","Alabama","Lifted","-","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Lifted",NA,"Reopened to Dine-in Service","-","2020_08_03","Required for General Public"
"1327","Alaska","Lifted","All Travelers","All Non-Essential Businesses Permitted to Reopen","Lifted",NA,"Reopened to Dine-in Service ","-","2020_08_03","Required for Certain Employees"
"1328","Arizona","Lifted","Lifted","New Business Closures or Limits","New Limit on Large Gatherings in Place",NA,"New Service Limits","-","2020_08_03","Required for Certain Employees;
Allows Local Officials to Require for General Public"
"1329","Arkansas","-","Lifted","-","Lifted",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_08_03","Required for General Public"
"1330","California","Statewide","-","New Business Closures or Limits","All Gatherings Prohibited",NA,"Newly Closed to Dine-in Service","-","2020_08_03","Required for General Public"
"1331","Colorado","Rolled Back to High Risk Groups","-","Some Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit Below 25",NA,"Reopened to Dine-in Service with Capacity Limits","-","2020_08_03","Required for General Public"
"1332","Connecticut","Lifted","From Certain States (New)","All Non-Essential Businesses Permitted to Reopen with Reduced Capacity","Expanded to New Limit of 25",NA,"Reopened to Dine-in Service with Capacity Limits","Postponed","2020_08_03","Required for General Public"
